TILEMAP
40 30 							-- Size of tile map in tiles
8 8 							-- Tile size & block size
images/tiles.png 	-- Tilesheet
40 30 							-- Number of tiles in tilesheet
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,603,0,0,0,0,601,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,603,0,0,0,0,601,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,603,0,0,0,0,601,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,482,642,642,642,642,642,642,642,642,642,643,0,0,0,0,641,642,642,642,642,642,642,642,642,642,483,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,603,0,0,0,0,0,0,0,0,0,0,0,561,563,0,0,0,0,0,0,0,0,0,0,0,601,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,603,0,0,0,0,0,0,0,0,0,0,0,641,643,0,0,0,0,0,0,0,0,0,0,0,601,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,481,481,481,481,481,481,481,
481,481,481,482,642,642,642,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,642,642,642,483,481,481,481,
481,481,481,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,481,481,481,
481,481,481,603,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,601,481,481,481,
481,481,481,522,562,562,562,562,562,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,562,562,562,562,562,523,481,481,481,
481,481,481,482,642,642,642,642,642,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,642,642,642,642,642,483,481,481,481,
481,481,481,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,481,481,481,
481,481,481,603,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,601,481,481,481,
481,481,481,522,562,562,562,562,562,562,562,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,562,562,562,562,562,562,562,562,523,481,481,481,
481,481,481,482,642,642,642,642,642,642,642,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,642,642,642,642,642,642,642,642,483,481,481,481,
481,481,481,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,481,481,481,
481,481,481,603,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,601,481,481,481,
481,481,481,522,562,562,562,562,562,562,562,562,562,562,562,563,0,0,0,0,0,0,0,0,561,562,562,562,562,562,562,562,562,562,562,562,523,481,481,481,
481,481,481,482,642,642,642,642,642,642,642,642,642,642,642,643,0,0,0,0,0,0,0,0,641,642,642,642,642,642,642,642,642,642,642,642,483,481,481,481,
481,481,481,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,481,481,481,
481,481,481,603,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,601,481,481,481,
481,481,481,522,562,562,562,562,562,562,562,562,562,562,562,562,562,563,0,0,0,0,561,562,562,562,562,562,562,562,562,562,562,562,562,562,523,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,603,0,0,0,0,601,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,603,0,0,0,0,601,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,603,0,0,0,0,601,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481
